purchaseorder,po_itemnumber,purchaserequisition,pr_itemnumber,po_serialnumber,po_returnsitem,po_purchasingdoctype,po_purchasingdoctypedesc,po_purchasingdocdate,po_deletionindicator,po_purchasingorg,po_purchasingorgdesc,po_companycode,po_companycodedesc,po_purchasinggroup,po_purchasinggroupdesc,po_vendornumber,po_vendorname,po_vendoraccountgroup,po_vendoraccountgroupdesc,po_supplierclassification,po_countrykey,po_localorinternational,po_plant,po_plantdesc,po_storageloc,po_createdon,po_createdby_name,po_documentyear,po_accountassignmentcat,po_accountassignmentcatdesc,po_accntassignmentcatvaluedesc,po_version,po_incoterms1,po_processingstatuscode,po_processingstatus,po_postingdate,po_approvaldate,po_paymentterms,po_paymenttermsdesc,material,materialdesc,materialgroup,materialgroupdesc,materialtype,materialtypedesc,po_deliverydate,po_unitofmeasure,po_orderpriceunit,po_orderquantity,po_priceunit,po_netprice,po_currency,po_netordervalue,po_netamount,po_deliveredqty,po_deliveredqtyvalue,po_pendingdeliveryqty,po_pendingdeliveryvalue,po_deliverycompleteindicator,po_paymentstatus,po_advancepayment,po_paymentdate,po_headerstatus,po_itemstatus,pr_documenttype,pr_creationdate,pr_createdby_name,pr_approvalstatuscode,pr_approvalstatus,pr_approveddate,pr_processingstatuscode,pr_processingstatus,pr_companycode,pr_companycodedesc,pr_plant,pr_plantdesc,pr_orderqty,pr_unitofmeasure,pr_closedindicator,pr_deletionindicator,recordskipindicator,lastchangedatetime
null,00000,2000114623,00020,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000077576,"""MASKING TAPE, SIZE: 2"""" (24 PCS/BOX)""",G121130,Stationery Expenses,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,48,ROL,null,null,null,null
null,00000,2000124589,00010,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000014139,TEFLON TAPE,M220594,Consumables & Miscellaneous,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230803,Ada Abua,X,Approved,20230810,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,5,NO,null,Deleted,null,null
null,00000,2000121608,00050,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000014139,TEFLON TAPE,M220594,Consumables & Miscellaneous,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1500,NO,null,null,null,null
null,00000,2000126335,00030,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000003473,DRINKING WATER 5 GALLON,F000002,Beverages,FOOD,Foods,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,30,ST,null,null,null,null
null,00000,4000047512,00050,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231120,Christian PAT,X,Approved,20231121,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,MON,null,null,null,null
null,00000,4000047512,00040,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231120,Christian PAT,X,Approved,20231121,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,MON,null,null,null,null
null,00000,4000047512,00060,0,null,null,null,00000000,null,null,null,null,null,332,Christian PAT,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000014521,CAMP ACCOMMODATION RENTAL CHARGES,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20231120,Christian PAT,X,Approved,20231121,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,MON,null,null,null,null
null,00000,2000136241,00010,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000018605,PHOTOCOPIER SHARP MX-3051 DIGITAL FULL C,G051160,COMPUTER HARDWARE,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231009,Ada Abua,X,Approved,20231009,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,Deleted,null,null
null,00000,2000123257,00050,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000001266,SAMSUNG CURVED 27INCH.,G051160,COMPUTER HARDWARE,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230726,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000121608,00890,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075412,"""BINDING CLIP, STEEL, SIZE: 3/4"""" (1000 PC""",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,PAK,null,null,null,null
null,00000,2000121608,00910,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000077564,BINDING STRIP MACHINE,G121130,Stationery Expenses,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000123257,00040,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000001459,LENOVO CPU I7,G051160,COMPUTER HARDWARE,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230726,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000145130,00040,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075444,"BREAKER, CIRCUIT, MCB, 3 POLE, 125 AMP",M262420,Isolators,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,Deleted,null,null
null,00000,2000123257,00060,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000261621,83'' LED TV WALL BRACKET ONLY,M275116,Public Addressing System,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230726,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000123257,00020,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000012143,"CHAIR HIGH BACK, LEATHER BLACK COLOR",G041130,Furniture,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230726,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000126266,00020,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000018605,PHOTOCOPIER SHARP MX-3051 DIGITAL FULL C,G051160,COMPUTER HARDWARE,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230816,Ada Abua,X,Approved,20230819,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000123257,00030,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076204,"L-SHAPE DESK, SIZE: 280 X 100 X 75 CM RI",M125000,Furniture,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230726,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000123257,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000011781,L-SHAPE DESK 180 X 80 CM BROWN,G041130,Furniture,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230726,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000126266,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000018605,PHOTOCOPIER SHARP MX-3051 DIGITAL FULL C,G051160,COMPUTER HARDWARE,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230819,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,1,NO,null,null,null,null
null,00000,2000141540,00020,0,null,null,null,00000000,null,null,null,null,null,595,Kent Saro,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,4000014850,BAR BENDING MACHINE,E031890,Bar Bending Machine,NLAG,Non-Stock Materials,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231104,Kent Saro,X,Approved,20231106,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,SET,null,Deleted,null,null
null,00000,2000145130,00020,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074822,GENERAL SWITCH FOR BAR CUTTING MACHINE,M119000,"Other Equip. (Religious,Arts & crafts,etc..)",ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,Deleted,null,null
null,00000,2000145130,00060,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074823,REVERSIBEL SWITCH FOR BAR CUTTING MACHIN,M119000,"Other Equip. (Religious,Arts & crafts,etc..)",ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,Deleted,null,null
null,00000,2000145130,00150,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074820,ELECTRIC SWITCH ETN 380V 3 PHASE FOR BAR,M119000,"Other Equip. (Religious,Arts & crafts,etc..)",ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,Deleted,null,null
null,00000,2000145130,00160,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074824,"ELECTRICAL CONNECTOR, NC SWITCH FOR BAR",M119000,"Other Equip. (Religious,Arts & crafts,etc..)",ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,Deleted,null,null
null,00000,2000145130,00170,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075043,COMPLETE PADDLE SET FOR BAR CUTTING MACH,M119000,"Other Equip. (Religious,Arts & crafts,etc..)",ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,Deleted,null,null
null,00000,4000034206,00010,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,2000001479,Transportation Services,D050000,Speciality Services,SERV,Services,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZSPR,20230504,Abel Khan,X,Approved,20230529,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,EA,null,null,null,null
null,00000,2000141540,00010,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000077159,BAR CUTTING MACHINE,E031930,Bar Cutting Machine,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231104,Ada Abua,X,Approved,20231106,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,2,NO,null,Deleted,null,null
null,00000,2000145130,00100,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000077110,ENGEN BELT SIZE-70 (USE FOR BAR CUTTING,E032730,"Equipment -Spares, Repairs & Maintenance",ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20231123,Ada Abua,X,Approved,20231125,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,Deleted,null,null
null,00000,2000114623,00050,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000076250,"MEASURING TAPE, FIBER, SIZE: 10 MTR",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230603,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null
null,00000,2000126263,00090,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000011716,HAND SANITIZER GEL 5LTR,G111190,House Keeping Consumables,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230814,Abel Khan,X,Approved,20230827,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,GLL,null,null,null,null
null,00000,2000121608,00420,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000075062,"BAR BENDING KEY, SIZE: 32 MM",M031550,Small Tools,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,NO,null,null,null,null
null,00000,2000121608,01110,0,null,null,null,00000000,null,null,null,null,null,430,Abel Khan,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074045,"SAFETY SHOES, SIZE: 42 FOR STAFF",G131160,Safety Shoes,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Abel Khan,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAA,null,null,null,null
null,00000,2000121608,01120,0,null,null,null,00000000,null,null,null,null,null,216,Ada Abua,null,null,null,null,null,null,null,null,null,null,00000000,null,null,null,null,null,null,null,null,null,00000000,00000000,null,null,100000074046,"SAFETY SHOES, SIZE: 43 FOR STAFF",G131160,Safety Shoes,ZCON,Consumables,00000000,null,null,0,0,0,null,0,0,0,0,0,0,null,null,null,null,null,null,ZNPR,20230716,Ada Abua,X,Approved,20230722,N,N-Not edited,9900,ABC logistics Limited,9900,ABC logistics Limited - LAGOS,10,PAA,null,null,null,null
